week_end,lane,grade,moisture_frac,contamination_frac,metal_yield_case,metal_yield_frac,is_base_quality,moisture_excess_frac,payable_frac,contamination_excess_frac,discount_frac,outcome,recovery_frac,landed_inr_t,landed_per_t_recovered_inr_t,net_arb_base_inr_t,net_arb_inr_t,net_arb_impact_inr_t,net_arb_impact_1000mt_inr,net_arb_no_spa_clauses_inr_t,spa_clause_value_inr_t,window_open
2022-03-04,JEA_NSA,tense,0.01,0.03,high,0.95,False,0.0,1.0,0.01,0.015,ACCEPT_ADJUSTED,0.912285,199497.29,218678.69,70765.99,72493.1,1727.11,1727111.0,69481.29,3011.8,True
2022-03-04,JEA_NSA,tense,0.01,0.04,low,0.92,False,0.0,1.0,0.02,0.03,ACCEPT_ADJUSTED,0.874368,196485.48,224717.15,70765.99,64200.26,-6565.73,-6565732.0,58176.65,6023.61,True
2022-03-04,JEA_NSA,tense,0.01,0.04,base,0.94,False,0.0,1.0,0.02,0.03,ACCEPT_ADJUSTED,0.893376,196485.48,219935.93,70765.99,69867.34,-898.65,-898650.0,63843.73,6023.61,True
2022-03-04,JEA_NSA,tense,0.01,0.04,high,0.95,False,0.0,1.0,0.02,0.03,ACCEPT_ADJUSTED,0.90288,196485.48,217620.82,70765.99,72700.88,1934.89,1934890.0,66677.27,6023.61,True
2022-03-04,JEA_NSA,tense,0.01,0.05,low,0.92,False,0.0,1.0,0.03,0.045,ACCEPT_ADJUSTED,0.86526,193473.68,223601.78,70765.99,64496.58,-6269.4,-6269404.0,55461.17,9035.41,True
2022-03-04,JEA_NSA,tense,0.01,0.05,base,0.94,False,0.0,1.0,0.03,0.045,ACCEPT_ADJUSTED,0.88407,193473.68,218844.3,70765.99,70104.63,-661.35,-661355.0,61069.22,9035.41,True
2022-03-04,JEA_NSA,tense,0.01,0.05,high,0.95,False,0.0,1.0,0.03,0.045,ACCEPT_ADJUSTED,0.893475,193473.68,216540.67,70765.99,72908.66,2142.67,2142670.0,63873.24,9035.41,True
2022-03-04,JEA_NSA,tense,0.01,0.07,low,0.92,False,0.0,1.0,0.05,0.075,REJECTABLE,0.847044,187450.07,221299.09,70765.99,65089.24,-5676.75,-5676749.0,50030.22,15059.02,True
2022-03-04,JEA_NSA,tense,0.01,0.07,base,0.94,False,0.0,1.0,0.05,0.075,REJECTABLE,0.865458,187450.07,216590.6,70765.99,70579.22,-186.76,-186764.0,55520.2,15059.02,True
2022-03-04,JEA_NSA,tense,0.01,0.07,high,0.95,False,0.0,1.0,0.05,0.075,REJECTABLE,0.874665,187450.07,214310.7,70765.99,73324.22,2558.23,2558229.0,58265.19,15059.02,True
2022-03-04,JEA_NSA,tense,0.02,0.02,low,0.92,False,0.01,0.99,0.0,0.0,ACCEPT_ADJUSTED,0.883568,200501.22,226922.23,70765.99,62927.42,-7838.56,-7838565.0,60919.55,2007.87,True
2022-03-04,JEA_NSA,tense,0.02,0.02,base,0.94,False,0.01,0.99,0.0,0.0,ACCEPT_ADJUSTED,0.902776,200501.22,222094.1,70765.99,68654.13,-2111.86,-2111855.0,66646.26,2007.87,True
2022-03-04,JEA_NSA,tense,0.02,0.02,high,0.95,False,0.01,0.99,0.0,0.0,ACCEPT_ADJUSTED,0.91238,200501.22,219756.26,70765.99,71517.49,751.5,751499.0,69509.62,2007.87,True
2022-03-04,JEA_NSA,tense,0.02,0.03,low,0.92,False,0.01,0.99,0.01,0.015,ACCEPT_ADJUSTED,0.874552,197519.53,225852.25,70765.99,63221.06,-7544.93,-7544926.0,58231.5,4989.56,True
2022-03-04,JEA_NSA,tense,0.02,0.03,base,0.94,False,0.01,0.99,0.01,0.015,ACCEPT_ADJUSTED,0.893564,197519.53,221046.88,70765.99,68889.33,-1876.65,-1876652.0,63899.78,4989.56,True
2022-03-04,JEA_NSA,tense,0.02,0.03,high,0.95,False,0.01,0.99,0.01,0.015,ACCEPT_ADJUSTED,0.90307,197519.53,218720.07,70765.99,71723.47,957.48,957484.0,66733.92,4989.56,True
2022-03-04,JEA_NSA,tense,0.02,0.04,low,0.92,False,0.01,0.99,0.02,0.03,ACCEPT_ADJUSTED,0.865536,194537.85,224759.97,70765.99,63514.7,-7251.29,-7251288.0,55543.46,7971.24,True
2022-03-04,JEA_NSA,tense,0.02,0.04,base,0.94,False,0.01,0.99,0.02,0.03,ACCEPT_ADJUSTED,0.884352,194537.85,219977.85,70765.99,69124.54,-1641.45,-1641450.0,61153.3,7971.24,True
2022-03-04,JEA_NSA,tense,0.02,0.04,high,0.95,False,0.01,0.99,0.02,0.03,ACCEPT_ADJUSTED,0.89376,194537.85,217662.29,70765.99,71929.46,1163.47,1163469.0,63958.21,7971.24,True
2022-03-04,JEA_NSA,tense,0.02,0.05,low,0.92,False,0.01,0.99,0.03,0.045,ACCEPT_ADJUSTED,0.85652,191556.16,223644.7,70765.99,63808.34,-6957.65,-6957649.0,52855.41,10952.93,True
2022-03-04,JEA_NSA,tense,0.02,0.05,base,0.94,False,0.01,0.99,0.03,0.045,ACCEPT_ADJUSTED,0.87514,191556.16,218886.31,70765.99,69359.74,-1406.25,-1406247.0,58406.81,10952.93,True
2022-03-04,JEA_NSA,tense,0.02,0.05,high,0.95,False,0.01,0.99,0.03,0.045,ACCEPT_ADJUSTED,0.88445,191556.16,216582.24,70765.99,72135.44,1369.45,1369454.0,61182.51,10952.93,True
2022-03-04,JEA_NSA,tense,0.02,0.07,low,0.92,False,0.01,0.99,0.05,0.075,REJECTABLE,0.838488,185592.79,221342.21,70765.99,64395.62,-6370.37,-6370371.0,47479.32,16916.3,True
2022-03-04,JEA_NSA,tense,0.02,0.07,base,0.94,False,0.01,0.99,0.05,0.075,REJECTABLE,0.856716,185592.79,216632.81,70765.99,69830.15,-935.84,-935841.0,52913.85,16916.3,True
2022-03-04,JEA_NSA,tense,0.02,0.07,high,0.95,False,0.01,0.99,0.05,0.075,REJECTABLE,0.86583,185592.79,214352.46,70765.99,72547.41,1781.42,1781424.0,55631.11,16916.3,True
2022-03-04,JEA_NSA,tense,0.03,0.02,low,0.92,False,0.02,0.98,0.0,0.0,ACCEPT_ADJUSTED,0.874552,198493.35,226965.75,70765.99,62247.24,-8518.74,-8518743.0,58231.5,4015.74,True
2022-03-04,JEA_NSA,tense,0.03,0.02,base,0.94,False,0.02,0.98,0.0,0.0,ACCEPT_ADJUSTED,0.893564,198493.35,222136.69,70765.99,67915.52,-2850.47,-2850469.0,63899.78,4015.74,True
2022-03-04,JEA_NSA,tense,0.03,0.02,high,0.95,False,0.02,0.98,0.0,0.0,ACCEPT_ADJUSTED,0.90307,198493.35,219798.41,70765.99,70749.65,-16.33,-16332.0,66733.92,4015.74,True
2022-03-04,JEA_NSA,tense,0.03,0.03,low,0.92,False,0.02,0.98,0.01,0.015,ACCEPT_ADJUSTED,0.865628,195541.78,225895.86,70765.99,62538.19,-8227.79,-8227793.0,55570.89,6967.31,True
2022-03-04,JEA_NSA,tense,0.03,0.03,base,0.94,False,0.02,0.98,0.01,0.015,ACCEPT_ADJUSTED,0.884446,195541.78,221089.57,70765.99,68148.63,-2617.36,-2617359.0,61181.32,6967.31,True
2022-03-04,JEA_NSA,tense,0.03,0.03,high,0.95,False,0.02,0.98,0.01,0.015,ACCEPT_ADJUSTED,0.893855,195541.78,218762.31,70765.99,70953.84,187.86,187858.0,63986.54,6967.31,True
2022-03-04,JEA_NSA,tense,0.03,0.04,low,0.92,False,0.02,0.98,0.02,0.03,ACCEPT_ADJUSTED,0.856704,192590.22,224803.68,70765.99,62829.14,-7936.84,-7936844.0,52910.27,9918.87,True
2022-03-04,JEA_NSA,tense,0.03,0.04,base,0.94,False,0.02,0.98,0.02,0.03,ACCEPT_ADJUSTED,0.875328,192590.22,220020.63,70765.99,68381.74,-2384.25,-2384249.0,58462.86,9918.87,True
2022-03-04,JEA_NSA,tense,0.03,0.04,high,0.95,False,0.02,0.98,0.02,0.03,ACCEPT_ADJUSTED,0.88464,192590.22,217704.62,70765.99,71158.04,392.05,392049.0,61239.16,9918.87,True
2022-03-04,JEA_NSA,tense,0.03,0.05,low,0.92,False,0.02,0.98,0.03,0.045,ACCEPT_ADJUSTED,0.84778,189638.65,223688.51,70765.99,63120.09,-7645.89,-7645894.0,50249.65,12870.44,True
2022-03-04,JEA_NSA,tense,0.03,0.05,base,0.94,False,0.02,0.98,0.03,0.045,ACCEPT_ADJUSTED,0.86621,189638.65,218929.18,70765.99,68614.85,-2151.14,-2151139.0,55744.41,12870.44,True
2022-03-04,JEA_NSA,tense,0.03,0.05,high,0.95,False,0.02,0.98,0.03,0.045,ACCEPT_ADJUSTED,0.875425,189638.65,216624.66,70765.99,71362.23,596.24,596239.0,58491.78,12870.44,True
2022-03-04,JEA_NSA,tense,0.03,0.07,low,0.92,False,0.02,0.98,0.05,0.075,REJECTABLE,0.829932,183735.51,221386.22,70765.99,63701.99,-7063.99,-7063994.0,44928.41,18773.58,True
2022-03-04,JEA_NSA,tense,0.03,0.07,base,0.94,False,0.02,0.98,0.05,0.075,REJECTABLE,0.847974,183735.51,216675.88,70765.99,69081.07,-1684.92,-1684918.0,50307.49,18773.58,True
2022-03-04,JEA_NSA,tense,0.03,0.07,high,0.95,False,0.02,0.98,0.05,0.075,REJECTABLE,0.856995,183735.51,214395.08,70765.99,71770.61,1004.62,1004620.0,52997.03,18773.58,True
2022-03-04,JEA_NSA,tense,0.05,0.02,low,0.92,False,0.04,0.96,0.0,0.0,ACCEPT_ADJUSTED,0.85652,194477.61,227055.54,70765.99,60886.89,-9879.1,-9879099.0,52855.41,8031.48,True
2022-03-04,JEA_NSA,tense,0.05,0.02,base,0.94,False,0.04,0.96,0.0,0.0,ACCEPT_ADJUSTED,0.87514,194477.61,222224.57,70765.99,66438.29,-4327.7,-4327697.0,58406.81,8031.48,True
2022-03-04,JEA_NSA,tense,0.05,0.02,high,0.95,False,0.04,0.96,0.0,0.0,ACCEPT_ADJUSTED,0.88445,194477.61,219885.37,70765.99,69213.99,-1552.0,-1551996.0,61182.51,8031.48,True
2022-03-04,JEA_NSA,tense,0.05,0.03,low,0.92,False,0.04,0.96,0.01,0.015,ACCEPT_ADJUSTED,0.84778,191586.28,225985.85,70765.99,61172.46,-9593.53,-9593527.0,50249.65,10922.81,True
2022-03-04,JEA_NSA,tense,0.05,0.03,base,0.94,False,0.04,0.96,0.01,0.015,ACCEPT_ADJUSTED,0.86621,191586.28,221177.64,70765.99,66667.21,-4098.77,-4098772.0,55744.41,10922.81,True
2022-03-04,JEA_NSA,tense,0.05,0.03,high,0.95,False,0.04,0.96,0.01,0.015,ACCEPT_ADJUSTED,0.875425,191586.28,218849.45,70765.99,69414.59,-1351.39,-1351394.0,58491.78,10922.81,True
2022-03-04,JEA_NSA,tense,0.05,0.04,low,0.92,False,0.04,0.96,0.02,0.03,ACCEPT_ADJUSTED,0.83904,188694.95,224893.86,70765.99,61458.03,-9307.96,-9307955.0,47643.89,13814.14,True
2022-03-04,JEA_NSA,tense,0.05,0.04,base,0.94,False,0.04,0.96,0.02,0.03,ACCEPT_ADJUSTED,0.85728,188694.95,220108.89,70765.99,66896.14,-3869.85,-3869847.0,53082.0,13814.14,True
2022-03-04,JEA_NSA,tense,0.05,0.04,high,0.95,False,0.04,0.96,0.02,0.03,ACCEPT_ADJUSTED,0.8664,188694.95,217791.95,70765.99,69615.19,-1150.79,-1150793.0,55801.05,13814.14,True
2022-03-04,JEA_NSA,tense,0.05,0.05,low,0.92,False,0.04,0.96,0.03,0.045,ACCEPT_ADJUSTED,0.8303,185803.62,223778.89,70765.99,61743.6,-9022.38,-9022384.0,45038.13,16705.47,True
2022-03-04,JEA_NSA,tense,0.05,0.05,base,0.94,False,0.04,0.96,0.03,0.045,ACCEPT_ADJUSTED,0.84835,185803.62,219017.64,70765.99,67125.06,-3640.92,-3640922.0,50419.59,16705.47,True
2022-03-04,JEA_NSA,tense,0.05,0.05,high,0.95,False,0.04,0.96,0.03,0.045,ACCEPT_ADJUSTED,0.857375,185803.62,216712.19,70765.99,69815.8,-950.19,-950192.0,53110.32,16705.47,True
2022-03-04,JEA_NSA,tense,0.05,0.07,low,0.92,False,0.04,0.96,0.05,0.075,REJECTABLE,0.81282,180020.95,221477.02,70765.99,62314.75,-8451.24,-8451240.0,39826.61,22488.14,True
2022-03-04,JEA_NSA,tense,0.05,0.07,base,0.94,False,0.04,0.96,0.05,0.075,REJECTABLE,0.83049,180020.95,216764.74,70765.99,67582.91,-3183.07,-3183073.0,45094.78,22488.14,True
2022-03-04,JEA_NSA,tense,0.05,0.07,high,0.95,False,0.04,0.96,0.05,0.075,REJECTABLE,0.839325,180020.95,214483.01,70765.99,70217.0,-548.99,-548989.0,47728.86,22488.14,True
