week_end,grade,lane,in_window,case,case_group,required,net_arb_inr_t,window_open
2022-01-07,zorba,JEA_NSA,False,base,base,True,18435.05,True
2022-01-07,zorba,USEC_MUN,False,base,base,True,16526.64,True
2022-01-07,taint_tabor,JEA_NSA,False,base,base,True,16093.51,True
2022-01-07,taint_tabor,USEC_MUN,False,base,base,True,14701.63,True
2022-01-07,tense,JEA_NSA,False,base,base,True,32091.55,True
2022-01-07,tense,USEC_MUN,False,base,base,True,30379.28,True
2022-01-14,zorba,JEA_NSA,False,base,base,True,23168.61,True
2022-01-14,zorba,USEC_MUN,False,base,base,True,21279.18,True
2022-01-14,taint_tabor,JEA_NSA,False,base,base,True,20830.5,True
2022-01-14,taint_tabor,USEC_MUN,False,base,base,True,19457.93,True
2022-01-14,tense,JEA_NSA,False,base,base,True,37075.64,True
2022-01-14,tense,USEC_MUN,False,base,base,True,35384.37,True
2022-01-21,zorba,JEA_NSA,False,base,base,True,26119.04,True
2022-01-21,zorba,USEC_MUN,False,base,base,True,24210.51,True
2022-01-21,taint_tabor,JEA_NSA,False,base,base,True,23794.12,True
2022-01-21,taint_tabor,USEC_MUN,False,base,base,True,22403.31,True
2022-01-21,tense,JEA_NSA,False,base,base,True,40551.13,True
2022-01-21,tense,USEC_MUN,False,base,base,True,38844.94,True
2022-01-28,zorba,JEA_NSA,False,base,base,True,26946.12,True
2022-01-28,zorba,USEC_MUN,False,base,base,True,25022.37,True
2022-01-28,taint_tabor,JEA_NSA,False,base,base,True,24610.5,True
2022-01-28,taint_tabor,USEC_MUN,False,base,base,True,23205.2,True
2022-01-28,tense,JEA_NSA,False,base,base,True,41659.03,True
2022-01-28,tense,USEC_MUN,False,base,base,True,39940.05,True
2022-02-04,zorba,JEA_NSA,False,base,base,True,26545.08,True
2022-02-04,zorba,USEC_MUN,False,base,base,True,24722.38,True
2022-02-04,taint_tabor,JEA_NSA,False,base,base,True,24234.24,True
2022-02-04,taint_tabor,USEC_MUN,False,base,base,True,22932.96,True
2022-02-04,tense,JEA_NSA,False,base,base,True,41094.81,True
2022-02-04,tense,USEC_MUN,False,base,base,True,39480.75,True
2022-02-11,zorba,JEA_NSA,False,base,base,True,28032.51,True
2022-02-11,zorba,USEC_MUN,False,base,base,True,26171.61,True
2022-02-11,taint_tabor,JEA_NSA,False,base,base,True,25657.15,True
2022-02-11,taint_tabor,USEC_MUN,False,base,base,True,24319.0,True
2022-02-11,tense,JEA_NSA,False,base,base,True,43254.94,True
2022-02-11,tense,USEC_MUN,False,base,base,True,41608.98,True
2022-02-18,zorba,JEA_NSA,False,base,base,True,32414.51,True
2022-02-18,zorba,USEC_MUN,False,base,base,True,30557.84,True
2022-02-18,taint_tabor,JEA_NSA,False,base,base,True,30084.27,True
2022-02-18,taint_tabor,USEC_MUN,False,base,base,True,28750.76,True
2022-02-18,tense,JEA_NSA,False,base,base,True,48042.48,True
2022-02-18,tense,USEC_MUN,False,base,base,True,46403.78,True
2022-02-25,zorba,JEA_NSA,False,base,base,True,37438.65,True
2022-02-25,zorba,USEC_MUN,False,base,base,True,35599.09,True
2022-02-25,taint_tabor,JEA_NSA,False,base,base,True,35052.77,True
2022-02-25,taint_tabor,USEC_MUN,False,base,base,True,33737.25,True
2022-02-25,tense,JEA_NSA,False,base,base,True,53418.02,True
2022-02-25,tense,USEC_MUN,False,base,base,True,51799.95,True
2022-03-04,zorba,JEA_NSA,True,base,base,True,51903.27,True
2022-03-04,zorba,USEC_MUN,True,base,base,True,49903.86,True
2022-03-04,taint_tabor,JEA_NSA,True,base,base,True,49289.35,True
2022-03-04,taint_tabor,USEC_MUN,True,base,base,True,47816.94,True
2022-03-04,tense,JEA_NSA,True,base,base,True,70765.99,True
2022-03-04,tense,USEC_MUN,True,base,base,True,69010.88,True
2022-03-11,zorba,JEA_NSA,True,base,base,True,46568.52,True
2022-03-11,zorba,USEC_MUN,True,base,base,True,44681.37,True
2022-03-11,taint_tabor,JEA_NSA,True,base,base,True,43920.29,True
2022-03-11,taint_tabor,USEC_MUN,True,base,base,True,42557.23,True
2022-03-11,tense,JEA_NSA,True,base,base,True,63523.34,True
2022-03-11,tense,USEC_MUN,True,base,base,True,61865.03,True
2022-03-18,zorba,JEA_NSA,True,base,base,True,45790.93,True
2022-03-18,zorba,USEC_MUN,True,base,base,True,43942.6,True
2022-03-18,taint_tabor,JEA_NSA,True,base,base,True,43204.94,True
2022-03-18,taint_tabor,USEC_MUN,True,base,base,True,41879.73,True
2022-03-18,tense,JEA_NSA,True,base,base,True,62182.04,True
2022-03-18,tense,USEC_MUN,True,base,base,True,60557.36,True
2022-03-25,zorba,JEA_NSA,True,base,base,True,46314.24,True
2022-03-25,zorba,USEC_MUN,True,base,base,True,44386.41,True
2022-03-25,taint_tabor,JEA_NSA,True,base,base,True,43674.24,True
2022-03-25,taint_tabor,USEC_MUN,True,base,base,True,42271.18,True
2022-03-25,tense,JEA_NSA,True,base,base,True,63749.25,True
2022-03-25,tense,USEC_MUN,True,base,base,True,62054.22,True
2022-04-01,zorba,JEA_NSA,True,base,base,True,40523.37,True
2022-04-01,zorba,USEC_MUN,True,base,base,True,38695.0,True
2022-04-01,taint_tabor,JEA_NSA,True,base,base,True,37923.94,True
2022-04-01,taint_tabor,USEC_MUN,True,base,base,True,36623.37,True
2022-04-01,tense,JEA_NSA,True,base,base,True,57437.81,True
2022-04-01,tense,USEC_MUN,True,base,base,True,55843.88,True
2022-04-08,zorba,JEA_NSA,True,base,base,True,34274.49,True
2022-04-08,zorba,USEC_MUN,True,base,base,True,32430.5,True
2022-04-08,taint_tabor,JEA_NSA,True,base,base,True,31670.02,True
2022-04-08,taint_tabor,USEC_MUN,True,base,base,True,30352.93,True
2022-04-08,tense,JEA_NSA,True,base,base,True,50701.49,True
2022-04-08,tense,USEC_MUN,True,base,base,True,49087.82,True
2022-04-15,zorba,JEA_NSA,True,base,base,True,28618.04,True
2022-04-15,zorba,USEC_MUN,True,base,base,True,26783.86,True
2022-04-15,taint_tabor,JEA_NSA,True,base,base,True,26064.61,True
2022-04-15,taint_tabor,USEC_MUN,True,base,base,True,24756.14,True
2022-04-15,tense,JEA_NSA,True,base,base,True,44280.82,True
2022-04-15,tense,USEC_MUN,True,base,base,True,42669.94,True
2022-04-22,zorba,JEA_NSA,True,base,base,True,25363.12,True
2022-04-22,zorba,USEC_MUN,True,base,base,True,23478.67,True
2022-04-22,taint_tabor,JEA_NSA,True,base,base,True,22828.58,True
2022-04-22,taint_tabor,USEC_MUN,True,base,base,True,21470.18,True
2022-04-22,tense,JEA_NSA,True,base,base,True,41108.54,True
2022-04-22,tense,USEC_MUN,True,base,base,True,39449.16,True
2022-04-29,zorba,JEA_NSA,True,base,base,True,19773.54,True
2022-04-29,zorba,USEC_MUN,True,base,base,True,17922.83,True
2022-04-29,taint_tabor,JEA_NSA,True,base,base,True,17351.9,True
2022-04-29,taint_tabor,USEC_MUN,True,base,base,True,16025.43,True
2022-04-29,tense,JEA_NSA,True,base,base,True,34443.33,True
2022-04-29,tense,USEC_MUN,True,base,base,True,32807.39,True
2022-05-06,zorba,JEA_NSA,True,base,base,True,12841.8,True
2022-05-06,zorba,USEC_MUN,True,base,base,True,11092.89,True
2022-05-06,taint_tabor,JEA_NSA,True,base,base,True,10423.53,True
2022-05-06,taint_tabor,USEC_MUN,True,base,base,True,9200.69,True
2022-05-06,tense,JEA_NSA,True,base,base,True,26593.03,True
2022-05-06,tense,USEC_MUN,True,base,base,True,25056.19,True
2022-05-13,zorba,JEA_NSA,True,base,base,True,9265.29,True
2022-05-13,zorba,USEC_MUN,True,base,base,True,7521.45,True
2022-05-13,taint_tabor,JEA_NSA,True,base,base,True,6908.15,True
2022-05-13,taint_tabor,USEC_MUN,True,base,base,True,5689.69,True
2022-05-13,tense,JEA_NSA,True,base,base,True,22517.19,True
2022-05-13,tense,USEC_MUN,True,base,base,True,20980.44,True
2022-05-20,zorba,JEA_NSA,True,base,base,True,10178.1,True
2022-05-20,zorba,USEC_MUN,True,base,base,True,8348.1,True
2022-05-20,taint_tabor,JEA_NSA,True,base,base,True,7795.73,True
2022-05-20,taint_tabor,USEC_MUN,True,base,base,True,6493.46,True
2022-05-20,tense,JEA_NSA,True,base,base,True,24546.68,True
2022-05-20,tense,USEC_MUN,True,base,base,True,22935.22,True
2022-05-27,zorba,JEA_NSA,True,base,base,True,5248.85,True
2022-05-27,zorba,USEC_MUN,True,base,base,True,3418.8,False
2022-05-27,taint_tabor,JEA_NSA,True,base,base,True,2844.15,False
2022-05-27,taint_tabor,USEC_MUN,True,base,base,True,1540.63,False
2022-05-27,tense,JEA_NSA,True,base,base,True,19037.35,True
2022-05-27,tense,USEC_MUN,True,base,base,True,17420.76,True
2022-06-03,zorba,JEA_NSA,True,base,base,True,2853.14,False
2022-06-03,zorba,USEC_MUN,True,base,base,True,1002.89,False
2022-06-03,taint_tabor,JEA_NSA,True,base,base,True,508.6,False
2022-06-03,taint_tabor,USEC_MUN,True,base,base,True,-817.88,False
2022-06-03,tense,JEA_NSA,True,base,base,True,16028.31,True
2022-06-03,tense,USEC_MUN,True,base,base,True,14382.89,True
2022-06-10,zorba,JEA_NSA,True,base,base,True,683.67,False
2022-06-10,zorba,USEC_MUN,True,base,base,True,-1106.59,False
2022-06-10,taint_tabor,JEA_NSA,True,base,base,True,-1627.67,False
2022-06-10,taint_tabor,USEC_MUN,True,base,base,True,-2891.13,False
2022-06-10,tense,JEA_NSA,True,base,base,True,13858.14,True
2022-06-10,tense,USEC_MUN,True,base,base,True,12277.08,True
2022-06-17,zorba,JEA_NSA,True,base,base,True,-3677.54,False
2022-06-17,zorba,USEC_MUN,True,base,base,True,-5457.17,False
2022-06-17,taint_tabor,JEA_NSA,True,base,base,True,-5948.49,False
2022-06-17,taint_tabor,USEC_MUN,True,base,base,True,-7203.54,False
2022-06-17,tense,JEA_NSA,True,base,base,True,8368.5,True
2022-06-17,tense,USEC_MUN,True,base,base,True,6789.09,True
2022-06-24,zorba,JEA_NSA,True,base,base,True,-3588.86,False
2022-06-24,zorba,USEC_MUN,True,base,base,True,-5353.78,False
2022-06-24,taint_tabor,JEA_NSA,True,base,base,True,-5811.86,False
2022-06-24,taint_tabor,USEC_MUN,True,base,base,True,-7052.43,False
2022-06-24,tense,JEA_NSA,True,base,base,True,8266.27,True
2022-06-24,tense,USEC_MUN,True,base,base,True,6699.42,True
2022-07-01,zorba,JEA_NSA,True,base,base,True,-3752.1,False
2022-07-01,zorba,USEC_MUN,True,base,base,True,-5384.44,False
2022-07-01,taint_tabor,JEA_NSA,True,base,base,True,-5947.17,False
2022-07-01,taint_tabor,USEC_MUN,True,base,base,True,-7050.52,False
2022-07-01,tense,JEA_NSA,True,base,base,True,7977.8,True
2022-07-01,tense,USEC_MUN,True,base,base,True,6549.51,True
2022-07-08,zorba,JEA_NSA,True,base,base,True,-4138.73,False
2022-07-08,zorba,USEC_MUN,True,base,base,True,-5779.78,False
2022-07-08,taint_tabor,JEA_NSA,True,base,base,True,-6346.68,False
2022-07-08,taint_tabor,USEC_MUN,True,base,base,True,-7458.36,False
2022-07-08,tense,JEA_NSA,True,base,base,True,7699.58,True
2022-07-08,tense,USEC_MUN,True,base,base,True,6263.82,True
2022-07-15,zorba,JEA_NSA,True,base,base,True,-5126.31,False
2022-07-15,zorba,USEC_MUN,True,base,base,True,-6768.07,False
2022-07-15,taint_tabor,JEA_NSA,True,base,base,True,-7317.49,False
2022-07-15,taint_tabor,USEC_MUN,True,base,base,True,-8430.39,False
2022-07-15,tense,JEA_NSA,True,base,base,True,6367.66,True
2022-07-15,tense,USEC_MUN,True,base,base,True,4928.55,False
2022-07-22,zorba,JEA_NSA,True,base,base,True,-170.44,False
2022-07-22,zorba,USEC_MUN,True,base,base,True,-1813.15,False
2022-07-22,taint_tabor,JEA_NSA,True,base,base,True,-2370.73,False
2022-07-22,taint_tabor,USEC_MUN,True,base,base,True,-3482.73,False
2022-07-22,tense,JEA_NSA,True,base,base,True,12059.2,True
2022-07-22,tense,USEC_MUN,True,base,base,True,10626.69,True
2022-07-29,zorba,JEA_NSA,True,base,base,True,3132.16,False
2022-07-29,zorba,USEC_MUN,True,base,base,True,1528.5,False
2022-07-29,taint_tabor,JEA_NSA,True,base,base,True,972.04,False
2022-07-29,taint_tabor,USEC_MUN,True,base,base,True,-101.5,False
2022-07-29,tense,JEA_NSA,True,base,base,True,15205.9,True
2022-07-29,tense,USEC_MUN,True,base,base,True,13810.54,True
2022-08-05,zorba,JEA_NSA,True,base,base,True,6276.68,True
2022-08-05,zorba,USEC_MUN,True,base,base,True,4666.9,False
2022-08-05,taint_tabor,JEA_NSA,True,base,base,True,4123.06,False
2022-08-05,taint_tabor,USEC_MUN,True,base,base,True,3042.17,False
2022-08-05,tense,JEA_NSA,True,base,base,True,18357.9,True
2022-08-05,tense,USEC_MUN,True,base,base,True,16954.46,True
2022-08-12,zorba,JEA_NSA,True,base,base,True,9265.72,True
2022-08-12,zorba,USEC_MUN,True,base,base,True,7672.11,True
2022-08-12,taint_tabor,JEA_NSA,True,base,base,True,7076.71,True
2022-08-12,taint_tabor,USEC_MUN,True,base,base,True,6012.68,True
2022-08-12,tense,JEA_NSA,True,base,base,True,21537.83,True
2022-08-12,tense,USEC_MUN,True,base,base,True,20152.85,True
2022-08-19,zorba,JEA_NSA,True,base,base,True,7208.29,True
2022-08-19,zorba,USEC_MUN,True,base,base,True,5601.19,True
2022-08-19,taint_tabor,JEA_NSA,True,base,base,True,5049.12,True
2022-08-19,taint_tabor,USEC_MUN,True,base,base,True,3970.55,False
2022-08-19,tense,JEA_NSA,True,base,base,True,18992.04,True
2022-08-19,tense,USEC_MUN,True,base,base,True,17590.26,True
2022-08-26,zorba,JEA_NSA,True,base,base,True,5063.46,True
2022-08-26,zorba,USEC_MUN,True,base,base,True,3395.82,False
2022-08-26,taint_tabor,JEA_NSA,True,base,base,True,2869.02,False
2022-08-26,taint_tabor,USEC_MUN,True,base,base,True,1731.42,False
2022-08-26,tense,JEA_NSA,True,base,base,True,17470.86,True
2022-08-26,tense,USEC_MUN,True,base,base,True,16015.19,True
2022-09-02,zorba,JEA_NSA,True,base,base,True,331.57,False
2022-09-02,zorba,USEC_MUN,True,base,base,True,-1269.25,False
2022-09-02,taint_tabor,JEA_NSA,True,base,base,True,-1765.52,False
2022-09-02,taint_tabor,USEC_MUN,True,base,base,True,-2836.89,False
2022-09-02,tense,JEA_NSA,True,base,base,True,11769.86,True
2022-09-02,tense,USEC_MUN,True,base,base,True,10373.07,True
2022-09-09,zorba,JEA_NSA,False,base,base,True,-4810.89,False
2022-09-09,zorba,USEC_MUN,False,base,base,True,-6444.91,False
2022-09-09,taint_tabor,JEA_NSA,False,base,base,True,-6956.11,False
2022-09-09,taint_tabor,USEC_MUN,False,base,base,True,-8061.3,False
2022-09-09,tense,JEA_NSA,False,base,base,True,6431.7,True
2022-09-09,tense,USEC_MUN,False,base,base,True,5000.16,True
2022-09-16,zorba,JEA_NSA,False,base,base,True,-7875.26,False
2022-09-16,zorba,USEC_MUN,False,base,base,True,-9529.41,False
2022-09-16,taint_tabor,JEA_NSA,False,base,base,True,-10014.14,False
2022-09-16,taint_tabor,USEC_MUN,False,base,base,True,-11139.62,False
2022-09-16,tense,JEA_NSA,False,base,base,True,3261.53,False
2022-09-16,tense,USEC_MUN,False,base,base,True,1808.77,False
2022-09-23,zorba,JEA_NSA,False,base,base,True,-9151.14,False
2022-09-23,zorba,USEC_MUN,False,base,base,True,-10789.56,False
2022-09-23,taint_tabor,JEA_NSA,False,base,base,True,-11303.59,False
2022-09-23,taint_tabor,USEC_MUN,False,base,base,True,-12413.66,False
2022-09-23,tense,JEA_NSA,False,base,base,True,1602.14,False
2022-09-23,tense,USEC_MUN,False,base,base,True,161.43,False
2022-09-30,zorba,JEA_NSA,False,base,base,True,-9016.67,False
2022-09-30,zorba,USEC_MUN,False,base,base,True,-10594.18,False
2022-09-30,taint_tabor,JEA_NSA,False,base,base,True,-11186.36,False
2022-09-30,taint_tabor,USEC_MUN,False,base,base,True,-12232.23,False
2022-09-30,tense,JEA_NSA,False,base,base,True,1935.57,False
2022-09-30,tense,USEC_MUN,False,base,base,True,562.21,False
2022-10-07,zorba,JEA_NSA,False,base,base,True,-6431.06,False
2022-10-07,zorba,USEC_MUN,False,base,base,True,-8079.72,False
2022-10-07,taint_tabor,JEA_NSA,False,base,base,True,-8610.31,False
2022-10-07,taint_tabor,USEC_MUN,False,base,base,True,-9725.42,False
2022-10-07,tense,JEA_NSA,False,base,base,True,5573.04,True
2022-10-07,tense,USEC_MUN,False,base,base,True,4137.76,False
2022-10-14,zorba,JEA_NSA,False,base,base,True,-6095.41,False
2022-10-14,zorba,USEC_MUN,False,base,base,True,-7728.28,False
2022-10-14,taint_tabor,JEA_NSA,False,base,base,True,-8238.46,False
2022-10-14,taint_tabor,USEC_MUN,False,base,base,True,-9338.19,False
2022-10-14,tense,JEA_NSA,False,base,base,True,5711.25,True
2022-10-14,tense,USEC_MUN,False,base,base,True,4289.45,False
2022-10-21,zorba,JEA_NSA,False,base,base,True,-8971.66,False
2022-10-21,zorba,USEC_MUN,False,base,base,True,-10619.3,False
2022-10-21,taint_tabor,JEA_NSA,False,base,base,True,-11149.0,False
2022-10-21,taint_tabor,USEC_MUN,False,base,base,True,-12265.16,False
2022-10-21,tense,JEA_NSA,False,base,base,True,2090.24,False
2022-10-21,tense,USEC_MUN,False,base,base,True,648.31,False
2022-10-28,zorba,JEA_NSA,False,base,base,True,-8116.22,False
2022-10-28,zorba,USEC_MUN,False,base,base,True,-9774.58,False
2022-10-28,taint_tabor,JEA_NSA,False,base,base,True,-10292.71,False
2022-10-28,taint_tabor,USEC_MUN,False,base,base,True,-11418.99,False
2022-10-28,tense,JEA_NSA,False,base,base,True,3241.93,False
2022-10-28,tense,USEC_MUN,False,base,base,True,1792.47,False
2022-01-07,zorba,JEA_NSA,False,mix_lag1,grade_mix,True,20844.41,True
2022-01-07,zorba,USEC_MUN,False,mix_lag1,grade_mix,True,18956.44,True
2022-01-07,taint_tabor,JEA_NSA,False,mix_lag1,grade_mix,True,18502.87,True
2022-01-07,taint_tabor,USEC_MUN,False,mix_lag1,grade_mix,True,17131.43,True
2022-01-07,tense,JEA_NSA,False,mix_lag1,grade_mix,True,34500.91,True
2022-01-07,tense,USEC_MUN,False,mix_lag1,grade_mix,True,32809.08,True
2022-01-14,zorba,JEA_NSA,False,mix_lag1,grade_mix,True,26708.93,True
2022-01-14,zorba,USEC_MUN,False,mix_lag1,grade_mix,True,24849.54,True
2022-01-14,taint_tabor,JEA_NSA,False,mix_lag1,grade_mix,True,24370.82,True
2022-01-14,taint_tabor,USEC_MUN,False,mix_lag1,grade_mix,True,23028.28,True
2022-01-14,tense,JEA_NSA,False,mix_lag1,grade_mix,True,40615.96,True
2022-01-14,tense,USEC_MUN,False,mix_lag1,grade_mix,True,38954.72,True
2022-01-21,zorba,JEA_NSA,False,mix_lag1,grade_mix,True,31813.65,True
2022-01-21,zorba,USEC_MUN,False,mix_lag1,grade_mix,True,29953.42,True
2022-01-21,taint_tabor,JEA_NSA,False,mix_lag1,grade_mix,True,29488.73,True
2022-01-21,taint_tabor,USEC_MUN,False,mix_lag1,grade_mix,True,28146.22,True
2022-01-21,tense,JEA_NSA,False,mix_lag1,grade_mix,True,46245.74,True
2022-01-21,tense,USEC_MUN,False,mix_lag1,grade_mix,True,44587.85,True
2022-01-28,zorba,JEA_NSA,False,mix_lag1,grade_mix,True,34977.98,True
2022-01-28,zorba,USEC_MUN,False,mix_lag1,grade_mix,True,33122.36,True
2022-01-28,taint_tabor,JEA_NSA,False,mix_lag1,grade_mix,True,32642.37,True
2022-01-28,taint_tabor,USEC_MUN,False,mix_lag1,grade_mix,True,31305.19,True
2022-01-28,tense,JEA_NSA,False,mix_lag1,grade_mix,True,49690.89,True
2022-01-28,tense,USEC_MUN,False,mix_lag1,grade_mix,True,48040.04,True
2022-02-04,zorba,JEA_NSA,False,mix_lag1,grade_mix,True,36699.06,True
2022-02-04,zorba,USEC_MUN,False,mix_lag1,grade_mix,True,34962.5,True
2022-02-04,taint_tabor,JEA_NSA,False,mix_lag1,grade_mix,True,34388.22,True
2022-02-04,taint_tabor,USEC_MUN,False,mix_lag1,grade_mix,True,33173.08,True
2022-02-04,tense,JEA_NSA,False,mix_lag1,grade_mix,True,51248.79,True
2022-02-04,tense,USEC_MUN,False,mix_lag1,grade_mix,True,49720.87,True
2022-02-11,zorba,JEA_NSA,False,mix_lag1,grade_mix,True,40947.83,True
2022-02-11,zorba,USEC_MUN,False,mix_lag1,grade_mix,True,39196.48,True
2022-02-11,taint_tabor,JEA_NSA,False,mix_lag1,grade_mix,True,38572.47,True
2022-02-11,taint_tabor,USEC_MUN,False,mix_lag1,grade_mix,True,37343.88,True
2022-02-11,tense,JEA_NSA,False,mix_lag1,grade_mix,True,56170.26,True
2022-02-11,tense,USEC_MUN,False,mix_lag1,grade_mix,True,54633.86,True
2022-02-18,zorba,JEA_NSA,False,mix_lag1,grade_mix,True,45357.96,True
2022-02-18,zorba,USEC_MUN,False,mix_lag1,grade_mix,True,43611.08,True
2022-02-18,taint_tabor,JEA_NSA,False,mix_lag1,grade_mix,True,43027.71,True
2022-02-18,taint_tabor,USEC_MUN,False,mix_lag1,grade_mix,True,41803.99,True
2022-02-18,tense,JEA_NSA,False,mix_lag1,grade_mix,True,60985.92,True
2022-02-18,tense,USEC_MUN,False,mix_lag1,grade_mix,True,59457.02,True
2022-02-25,zorba,JEA_NSA,False,mix_lag1,grade_mix,True,46977.43,True
2022-02-25,zorba,USEC_MUN,False,mix_lag1,grade_mix,True,45218.79,True
2022-02-25,taint_tabor,JEA_NSA,False,mix_lag1,grade_mix,True,44591.56,True
2022-02-25,taint_tabor,USEC_MUN,False,mix_lag1,grade_mix,True,43356.94,True
2022-02-25,tense,JEA_NSA,False,mix_lag1,grade_mix,True,62956.8,True
2022-02-25,tense,USEC_MUN,False,mix_lag1,grade_mix,True,61419.65,True
2022-03-04,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,58724.92,True
2022-03-04,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,56783.37,True
2022-03-04,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,56110.99,True
2022-03-04,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,54696.45,True
2022-03-04,tense,JEA_NSA,True,mix_lag1,grade_mix,True,77587.63,True
2022-03-04,tense,USEC_MUN,True,mix_lag1,grade_mix,True,75890.39,True
2022-03-11,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,48843.46,True
2022-03-11,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,46975.6,True
2022-03-11,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,46195.23,True
2022-03-11,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,44851.47,True
2022-03-11,tense,JEA_NSA,True,mix_lag1,grade_mix,True,65798.28,True
2022-03-11,tense,USEC_MUN,True,mix_lag1,grade_mix,True,64159.26,True
2022-03-18,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,45921.74,True
2022-03-18,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,44074.52,True
2022-03-18,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,43335.75,True
2022-03-18,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,42011.65,True
2022-03-18,tense,JEA_NSA,True,mix_lag1,grade_mix,True,62312.85,True
2022-03-18,tense,USEC_MUN,True,mix_lag1,grade_mix,True,60689.28,True
2022-03-25,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,46775.13,True
2022-03-25,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,44851.2,True
2022-03-25,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,44135.13,True
2022-03-25,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,42735.98,True
2022-03-25,tense,JEA_NSA,True,mix_lag1,grade_mix,True,64210.14,True
2022-03-25,tense,USEC_MUN,True,mix_lag1,grade_mix,True,62519.02,True
2022-04-01,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,41285.01,True
2022-04-01,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,39463.1,True
2022-04-01,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,38685.58,True
2022-04-01,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,37391.47,True
2022-04-01,tense,JEA_NSA,True,mix_lag1,grade_mix,True,58199.44,True
2022-04-01,tense,USEC_MUN,True,mix_lag1,grade_mix,True,56611.98,True
2022-04-08,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,35324.42,True
2022-04-08,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,33489.34,True
2022-04-08,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,32719.94,True
2022-04-08,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,31411.76,True
2022-04-08,tense,JEA_NSA,True,mix_lag1,grade_mix,True,51751.42,True
2022-04-08,tense,USEC_MUN,True,mix_lag1,grade_mix,True,50146.65,True
2022-04-15,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,29874.53,True
2022-04-15,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,28051.0,True
2022-04-15,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,27321.09,True
2022-04-15,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,26023.28,True
2022-04-15,tense,JEA_NSA,True,mix_lag1,grade_mix,True,45537.3,True
2022-04-15,tense,USEC_MUN,True,mix_lag1,grade_mix,True,43937.09,True
2022-04-22,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,22958.85,True
2022-04-22,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,21053.79,True
2022-04-22,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,20424.32,True
2022-04-22,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,19045.3,True
2022-04-22,tense,JEA_NSA,True,mix_lag1,grade_mix,True,38704.27,True
2022-04-22,tense,USEC_MUN,True,mix_lag1,grade_mix,True,37024.29,True
2022-04-29,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,14065.51,True
2022-04-29,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,12165.87,True
2022-04-29,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,11643.86,True
2022-04-29,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,10268.47,True
2022-04-29,tense,JEA_NSA,True,mix_lag1,grade_mix,True,28735.29,True
2022-04-29,tense,USEC_MUN,True,mix_lag1,grade_mix,True,27050.43,True
2022-05-06,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,4145.03,False
2022-05-06,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,2321.59,False
2022-05-06,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,1726.77,False
2022-05-06,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,429.39,False
2022-05-06,tense,JEA_NSA,True,mix_lag1,grade_mix,True,17896.27,True
2022-05-06,tense,USEC_MUN,True,mix_lag1,grade_mix,True,16284.88,True
2022-05-13,zorba,JEA_NSA,True,mix_lag1,grade_mix,True,-2289.89,False
2022-05-13,zorba,USEC_MUN,True,mix_lag1,grade_mix,True,-4132.77,False
2022-05-13,taint_tabor,JEA_NSA,True,mix_lag1,grade_mix,True,-4647.04,False
2022-05-13,taint_tabor,USEC_MUN,True,mix_lag1,grade_mix,True,-5964.53,False
2022-05-13,tense,JEA_NSA,True,mix_lag1,grade_mix,True,10962.01,True
