date,in_window,trade_id,new_deal,lme_flat,cross_exchange_basis,grade_spread,freight,fx,demurrage_penalty,roll_term_structure,residual,daily_pnl_inr,cum_pnl_inr
2022-03-18,True,T02,0.0,-52270.77,0.0,0.0,0.0,-10665.29,0.0,390033.39,-0.0,327097.33,39381503.18
2022-03-21,True,BOOK,-361649.58,1575815.85,0.0,4200267.04,0.0,77744.83,0.0,-1147745.47,0.0,4344432.68,36857721.36
2022-03-21,True,T01,0.0,1653836.03,0.0,4200267.04,0.0,71961.48,0.0,-1657328.2,0.0,4268736.36,-2599478.15
2022-03-21,True,T02,-361649.58,-78020.18,0.0,0.0,0.0,5783.35,0.0,509582.73,0.0,75696.32,39457199.51
2022-03-22,True,BOOK,0.0,409238.98,0.0,1410656.84,0.0,-73673.09,0.0,-800609.73,0.0,945613.01,37803334.36
2022-03-22,True,T01,0.0,430864.09,0.0,1410656.84,0.0,-67899.86,0.0,-913079.27,0.0,860541.8,-1738936.35
2022-03-22,True,T02,0.0,-21625.11,0.0,0.0,0.0,-5773.23,0.0,112469.54,0.0,85071.2,39542270.71
2022-03-23,True,BOOK,673298.08,-166641.92,0.0,1409043.41,0.0,-291734.86,0.0,775157.83,-0.0,2399122.56,40202456.92
2022-03-23,True,T01,0.0,129694.43,0.0,1409043.41,0.0,149381.12,0.0,38406.92,-0.0,1726525.88,-12410.47
2022-03-23,True,T02,0.0,-296336.35,0.0,0.0,0.0,-441115.98,0.0,736750.92,-0.0,-701.41,39541569.3
2022-03-23,True,T03,673298.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,673298.08,673298.08
2022-03-24,True,BOOK,0.0,2089216.78,0.0,2149514.78,0.0,-24942.79,0.0,1999684.12,0.0,6213472.89,46415929.81
2022-03-24,True,T01,0.0,1466924.66,0.0,1456122.91,0.0,-16024.35,0.0,1633708.91,0.0,4540732.15,4528321.68
2022-03-24,True,T02,0.0,-68220.22,0.0,0.0,0.0,-1414.04,0.0,-414213.92,0.0,-483848.18,39057721.13
2022-03-24,True,T03,0.0,690512.34,0.0,693391.86,0.0,-7504.41,0.0,780189.13,0.0,2156588.93,2829887.01
2022-03-25,True,BOOK,0.0,-1677030.81,0.0,2107885.64,0.0,-177485.05,0.0,-653340.29,-0.0,-399970.51,46015959.3
2022-03-25,True,T01,0.0,-1175375.79,0.0,1427922.53,0.0,-115079.28,0.0,-538642.87,-0.0,-401175.41,4127146.27
2022-03-25,True,T02,0.0,53244.54,0.0,0.0,0.0,-8266.05,0.0,141369.1,-0.0,186347.59,39244068.72
2022-03-25,True,T03,0.0,-554899.56,0.0,679963.11,0.0,-54139.72,0.0,-256066.53,0.0,-185142.7,2644744.31
2022-03-28,True,BOOK,0.0,488862.01,0.0,6339347.92,0.0,-54462.04,0.0,540918.71,0.0,7314666.6,53330625.89
2022-03-28,True,T01,0.0,342371.34,0.0,4294396.97,0.0,-35362.63,0.0,421408.55,0.0,5022814.23,9149960.5
2022-03-28,True,T02,0.0,-15183.44,0.0,0.0,0.0,-2445.92,0.0,-82436.93,-0.0,-100066.29,39144002.43
2022-03-28,True,T03,0.0,161674.11,0.0,2044950.94,0.0,-16653.49,0.0,201947.1,-0.0,2391918.66,5036662.97
2022-03-29,True,BOOK,0.0,-529861.77,0.0,2099375.02,0.0,-350256.76,0.0,2687565.28,-0.0,3906821.77,57237447.67
2022-03-29,True,T01,0.0,-370176.59,0.0,1422157.27,0.0,-228035.01,0.0,2146456.15,0.0,2970401.83,12120362.33
2022-03-29,True,T02,0.0,15231.03,0.0,0.0,0.0,-14783.91,0.0,-481384.78,-0.0,-480937.66,38663064.77
2022-03-29,True,T03,0.0,-174916.22,0.0,677217.75,0.0,-107437.84,0.0,1022493.91,0.0,1417357.61,6454020.57
2022-03-30,True,BOOK,-377648.79,-1766066.02,0.0,2054390.32,0.0,87661.57,0.0,-992977.35,0.0,-994640.27,56242807.4
2022-03-30,True,T01,0.0,-1233344.47,0.0,1391683.76,0.0,57603.56,0.0,-805274.47,-0.0,-589331.62,11531030.71
2022-03-30,True,T02,0.0,50178.43,0.0,0.0,0.0,2897.88,0.0,195433.09,0.0,248509.4,38911574.16
2022-03-30,True,T03,-377648.79,-582899.98,0.0,662706.55,0.0,27160.13,0.0,-383135.97,-0.0,-653818.05,5800202.52
2022-03-31,True,BOOK,0.0,-120862.1,0.0,2050396.74,0.0,-49596.22,0.0,-697878.13,0.0,1182060.29,57424867.69
2022-03-31,True,T01,0.0,-84340.16,0.0,1388978.44,0.0,-32722.99,0.0,-554084.74,0.0,717830.55,12248861.26
2022-03-31,True,T02,0.0,3345.93,0.0,0.0,0.0,-1749.51,0.0,120005.11,0.0,121601.53,39033175.7
2022-03-31,True,T03,0.0,-39867.87,0.0,661418.3,0.0,-15123.73,0.0,-263798.5,-0.0,342628.21,6142830.73
2022-04-01,True,BOOK,0.0,-494930.57,0.0,2034988.51,0.0,199533.69,0.0,188435.27,-0.0,1928026.9,59352894.59
2022-04-01,True,T01,0.0,-345171.97,0.0,1378540.6,0.0,130849.5,0.0,182432.53,-0.0,1346650.67,13595511.93
2022-04-01,True,T02,0.0,13433.45,0.0,0.0,0.0,7185.2,0.0,-81075.52,-0.0,-60456.87,38972718.82
2022-04-01,True,T03,0.0,-163192.05,0.0,656447.91,0.0,61498.99,0.0,87078.25,-0.0,641833.09,6784663.83
2022-04-04,True,BOOK,0.0,-990180.52,0.0,6054873.9,0.0,-491884.32,0.0,278099.23,-0.0,4850908.29,64203802.88
2022-04-04,True,T01,0.0,-690442.47,0.0,4101688.77,0.0,-323721.33,0.0,192716.61,-0.0,3280241.58,16875753.51
2022-04-04,True,T02,0.0,26745.66,0.0,0.0,0.0,-15863.92,0.0,-7519.78,0.0,3361.96,38976080.79
2022-04-04,True,T03,0.0,-326483.71,0.0,1953185.13,0.0,-152299.06,0.0,92902.4,0.0,1567304.75,8351968.58
2022-04-05,True,BOOK,-124190.0,-783898.75,0.0,1989851.36,0.0,-208558.76,0.0,1710458.51,0.0,2583662.36,66787465.25
2022-04-05,True,T01,0.0,-545781.63,0.0,1347963.83,0.0,-137377.67,0.0,1322066.26,0.0,1986870.79,18862624.3
2022-04-05,True,T02,-124190.0,20080.77,0.0,0.0,0.0,-6528.98,0.0,-241721.35,-0.0,-352359.56,38623721.22
2022-04-05,True,T03,0.0,-258197.89,0.0,641887.54,0.0,-64652.11,0.0,630113.61,-0.0,949151.14,9301119.72
2022-04-06,True,BOOK,631780.23,795268.24,0.0,2006637.9,0.0,1196900.15,0.0,-451479.11,-0.0,4179107.4,70966572.65
2022-04-06,True,T01,0.0,546889.79,0.0,1359335.35,0.0,378069.51,0.0,-363990.35,-0.0,1920304.29,20782928.59
2022-04-06,True,T02,0.0,-10380.84,0.0,0.0,0.0,641334.01,0.0,67144.3,-0.0,698097.47,39321818.69
2022-04-06,True,T03,0.0,258759.29,0.0,647302.55,0.0,177496.63,0.0,-154633.06,-0.0,928925.42,10230045.14
2022-04-06,True,T04,631780.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,631780.23,631780.23
2022-04-07,True,BOOK,0.0,-6280990.54,0.0,2625674.25,5911.97,588576.72,0.0,1177473.48,0.0,-1883354.13,69083218.52
2022-04-07,True,T01,0.0,-1920367.76,0.0,1328654.44,0.0,116844.17,0.0,640949.74,0.0,166080.59,20949009.18
2022-04-07,True,T02,0.0,34705.24,0.0,0.0,0.0,199789.3,0.0,-119181.6,-0.0,115312.95,39437131.64
2022-04-07,True,T03,0.0,-908729.63,0.0,632692.59,0.0,54688.18,0.0,324461.92,0.0,103113.05,10333158.19
2022-04-07,True,T04,0.0,-3486598.39,0.0,664327.22,5911.97,217255.07,0.0,331243.42,0.0,-2267860.71,-1636080.49
2022-04-08,True,BOOK,0.0,3202257.59,0.0,2672664.22,0.0,-506949.2,0.0,27194.52,-0.0,5395167.14,74478385.66
2022-04-08,True,T01,0.0,986652.11,0.0,1352432.5,0.0,-104877.05,0.0,-2903.37,-0.0,2231304.18,23180313.37
2022-04-08,True,T02,0.0,-17348.51,0.0,0.0,0.0,-163094.93,0.0,2391.59,0.0,-178051.85,39259079.79
