date,lme_cash_usd_t,usdinr,unit_lme_pnl_inr,unit_fx_pnl_inr,unit_lme_var_garch_inr,unit_lme_var_hist250_inr,unit_lme_var_hist60_inr,unit_lme_var_garch_t_inr,unit_lme_exception_garch,unit_lme_exception_hist250,unit_lme_exception_hist60,unit_lme_exception_garch_t,unit_fx_var_garch_inr,unit_fx_var_hist250_inr,unit_fx_var_hist60_inr,unit_fx_var_garch_t_inr,unit_fx_exception_garch,unit_fx_exception_hist250,unit_fx_exception_hist60,unit_fx_exception_garch_t
2019-02-11,1848.0,71.1363,-1209317.1,-136000.0,3082817.12,3710361.38,2528341.76,2881802.38,False,False,False,False,616611.63,506378.29,632799.92,414306.04,False,False,False,False
2019-02-12,1840.5,70.6454,-529840.5,-490900.0,2935958.78,3670481.5,2512045.03,2734074.69,False,False,False,False,616259.18,505057.79,627501.31,407337.5,False,False,False,True
2019-02-13,1840.0,70.8235,-35411.75,178100.0,2716276.58,3627092.01,2478993.17,2494623.19,False,False,False,False,612823.84,503823.93,628111.27,435407.49,False,False,False,False
2019-02-14,1829.0,71.1777,-782954.7,354200.0,2562189.31,3631779.36,2484201.01,2326260.26,False,False,False,False,615187.14,504214.56,630606.67,430673.87,False,False,False,False
2019-02-15,1828.5,71.3686,-35684.3,190900.0,2515906.87,3599102.78,2486559.55,2294727.59,False,False,False,False,619085.13,508067.08,636237.75,442322.1,False,False,False,False
2019-02-18,1822.5,71.4014,-428408.4,32800.0,2388332.7,3604099.21,2489180.33,2154768.83,False,False,False,False,618399.68,505437.7,638268.35,599585.16,False,False,False,False
2019-02-19,1833.5,71.4525,785977.5,51100.0,2338183.84,3581694.76,2470490.46,2113073.15,False,False,False,False,619498.74,505608.99,637376.97,600664.07,False,False,False,False
2019-02-20,1829.5,71.1546,-284618.4,-297900.0,2377579.9,3606738.22,2492304.02,2172033.14,False,False,False,False,620756.46,504668.77,624103.12,601896.8,False,False,False,False
2019-02-21,1858.5,71.1146,2062323.4,-40000.0,2313508.02,3582636.23,2462272.26,2103421.86,False,False,False,False,618978.31,502231.08,624653.5,600185.81,False,False,False,False
2019-02-22,1890.5,71.1285,2276112.0,13900.0,2784407.44,3641321.48,2538300.69,2677801.04,False,False,False,False,619438.74,501963.92,622496.28,600645.35,False,False,False,False
2019-02-25,1886.0,70.9216,-319147.2,-206900.0,3164413.4,3711012.04,2627064.98,3110858.47,False,False,False,False,612644.53,501934.35,622155.88,404883.75,False,False,False,False
2019-02-26,1870.0,71.1672,-1138675.2,245600.0,2865293.17,3690462.33,2607507.45,2718376.9,False,False,False,False,611650.09,499661.65,620658.19,402386.99,False,False,False,False
2019-02-27,1898.5,71.2792,2031457.2,112000.0,2781243.4,3672364.51,2588007.38,2617439.12,False,False,False,False,614557.56,502041.92,604839.22,405353.37,False,False,False,False
2019-02-28,1893.0,70.858,-389719.0,-421200.0,3064775.79,3740261.54,2667073.01,2953660.48,False,False,False,False,616314.3,502916.82,604219.27,399768.79,False,False,False,True
2019-03-01,1890.5,70.8908,-177227.0,32800.0,2795241.32,3707144.49,2553129.38,2616958.48,False,False,False,False,613456.3,501633.74,582890.9,417665.66,False,False,False,False
2019-03-04,1859.5,70.8856,-2197453.6,-5200.0,2601102.07,3704002.47,2550962.97,2392423.71,False,False,False,False,609480.66,501474.03,582622.65,411830.19,False,False,False,False
2019-03-05,1868.5,70.5587,635028.3,-326900.0,2933336.99,3646891.97,2537774.68,2824302.69,False,False,False,False,610207.54,501420.29,582571.07,403787.99,False,False,False,False
2019-03-06,1846.0,70.2627,-1580910.75,-296000.0,2737808.55,3642966.58,2523193.35,2574083.51,False,False,False,False,608160.53,499545.45,577928.51,410121.09,False,False,False,False
2019-03-07,1841.0,69.9885,-349942.5,-274200.0,2779747.71,3587632.54,2493183.07,2640997.0,False,False,False,False,606372.13,498344.14,578427.17,413171.1,False,False,False,False
2019-03-08,1848.0,70.1595,491116.5,171000.0,2573804.95,3562158.12,2473058.57,2391743.52,False,False,False,False,604764.71,496795.06,473237.35,414221.45,False,False,False,False
2019-03-11,1830.0,69.8568,-1257422.4,-302700.0,2467171.32,3583122.66,2490629.7,2275713.33,False,False,False,False,602741.49,498032.77,464251.57,413116.82,False,False,False,False
2019-03-12,1851.0,69.6386,1462410.6,-218200.0,2507128.27,3533841.62,2451648.18,2346706.88,False,False,False,False,600887.82,496872.04,466281.47,416056.29,False,False,False,False
2019-03-13,1873.0,69.5939,1531065.8,-44700.0,2636325.27,3559962.51,2491038.61,2498587.48,False,False,False,False,599754.51,495678.63,460211.24,413296.73,False,False,False,False
2019-03-14,1873.5,69.4759,34737.95,-118000.0,2750978.1,3603273.04,2529630.66,2622830.94,False,False,False,False,600111.71,495375.63,453805.79,405494.15,False,False,False,False
2019-03-15,1868.0,69.0432,-379737.6,-432700.0,2556731.38,3598112.21,2490173.95,2384522.78,False,False,False,False,599834.2,493809.04,447450.49,399371.05,False,False,False,True
2019-03-18,1879.0,68.5356,753891.6,-507600.0,2404931.78,3565387.28,2468460.99,2222783.95,False,False,False,False,587706.26,492780.56,396687.05,417617.85,False,True,True,True
2019-03-19,1907.5,68.9831,1966018.35,447500.0,2373948.58,3559274.94,2464131.26,2197430.02,False,False,False,False,584055.1,491977.02,403622.58,438026.47,False,False,False,False
2019-03-20,1923.0,68.818,1066679.0,-165100.0,2762773.44,3642648.72,2551898.62,2651252.85,False,False,False,False,588541.62,497251.8,407578.16,455442.69,False,False,False,False
