date,scope,trade_id,in_window,buyer_id,supplier_id,mtm_inr,cum_pnl_inr,cash_balance_inr,mcx_im_inr,lme_delta_inr_per_usd_t,lme_delta_mt,lme_delta_usd,lme_delta_physical_mt,lme_delta_mcx_mt,hedge_ratio_lme_frac,mcx_lots_open,mcx_basis_delta_inr_per_inr_kg,fx_delta_usd,fx_delta_physical_usd,fx_delta_forwards_usd,fx_delta_mcx_usd,hedge_ratio_fx_frac,customs_fx_delta_usd,freight_delta_inr_per_usd_t_jea_nsa,freight_delta_inr_per_usd_t_usec_mun,freight_open_mt_jea_nsa,freight_open_mt_usec_mun,freight_open_boxes,grade_delta_inr_per_0p01_zorba,grade_delta_inr_per_0p01_taint_tabor,grade_delta_inr_per_0p01_tense,grade_exposure_mt_zorba,grade_exposure_mt_taint_tabor,grade_exposure_mt_tense,spread_delta_inr_per_usd_t,inr_rate_delta_inr_per_bp,usd_rate_delta_inr_per_bp,wc_rate_delta_inr_per_bp,lme_fx_cross_inr,phys_purchased_mt,phys_sold_mt,unsold_mt,purchase_priced_frac,sale_priced_frac,buyer_receivable_inr,buyer_presettlement_inr,supplier_exposure_inr,days_past_due
2022-03-14,trade,T01,True,,SUP_USEC_01,63690346.84,79238974.54,-26867718.91,42466471.19,37632.57,491.419,1670333.03,2122.9038,-1631.4849,0.768516,-300,-1500000.0,1207862.91,842003.98,5911276.0,-5545417.07,-7.020485,23625.55,0.0,-199580.3,0.0,2520.0,120,6789750.97,0.0,0.0,2520.0,0.0,0.0,-162570.7,-1103.46,-4292.89,-7.36,4.35,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-14,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,37713244.75,39692262.35,-8456367.37,10443754.07,-550.42,-7.1875,-24430.4,394.0426,-401.2301,1.01824,-74,729200.0,38919.25,1402700.39,0.0,-1363781.13,-0.0,-71816.17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,42170.9,-2883.25,1667.64,-2.32,0.14,0.0,1200.0,0.0,0.0,0.0,0.0,248914300.88,0.0,0
2022-03-15,book,BOOK,True,BOOK,BOOK,67416697.29,114506550.04,-2795544.77,49953085.12,36864.5,482.6099,1552797.41,2515.1153,-2032.5053,0.808116,-374,-770800.0,1211635.58,1840523.77,5910697.77,-6539585.96,-3.211422,-53770.8,0.0,-199068.24,0.0,2520.0,120,6461235.88,0.0,0.0,2520.0,0.0,0.0,-120630.09,-3665.41,-2531.98,-0.77,4.47,0.0,1200.0,2520.0,0.5,0.0,0.0,231521741.97,0.0,0
2022-03-15,trade,T01,True,,SUP_USEC_01,36455171.67,75731193.56,-759893.04,40093032.47,37418.03,489.8565,1576113.42,2121.1733,-1631.3167,0.769063,-300,-1500000.0,1188081.26,526145.03,5910697.77,-5248761.54,-11.233971,14568.59,0.0,-199068.24,0.0,2520.0,120,6461235.88,0.0,0.0,2520.0,0.0,0.0,-162027.3,-915.4,-4070.79,-0.21,4.33,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-15,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,30961525.62,38775356.47,-2035651.72,9860052.65,-553.54,-7.2466,-23316.01,393.942,-401.1886,1.018395,-74,729200.0,23554.32,1314378.74,0.0,-1290824.41,-0.0,-68339.39,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,41397.21,-2750.01,1538.8,-0.56,0.14,0.0,1200.0,0.0,0.0,0.0,0.0,231521741.97,0.0,0
2022-03-16,book,BOOK,True,BOOK,BOOK,79662311.58,114273742.96,-16521007.9,51200854.5,36357.66,477.099,1577289.19,2509.3947,-2032.2957,0.809875,-374,-770800.0,1209459.81,2017944.61,5910284.86,-6718769.66,-2.928864,-51790.1,0.0,-198603.63,0.0,2520.0,120,6591199.89,0.0,0.0,2520.0,0.0,0.0,-120581.96,-3647.37,-2642.85,-4.53,4.42,0.0,1200.0,2520.0,0.5,0.0,0.0,238860582.67,0.0,0
2022-03-16,trade,T01,True,,SUP_USEC_01,45644591.58,74905622.17,-11776165.92,41094511.83,36915.95,484.425,1601509.14,2115.5736,-1631.1486,0.77102,-300,-1500000.0,1176416.72,658709.03,5910284.86,-5392577.17,-8.972528,18187.45,0.0,-198603.63,0.0,2520.0,120,6591199.89,0.0,0.0,2520.0,0.0,0.0,-161218.77,-845.12,-4153.92,-3.23,4.28,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-16,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,34017720.0,39368120.79,-4744841.98,10106342.67,-558.29,-7.3261,-24219.94,393.8211,-401.1472,1.018602,-74,729200.0,33043.09,1359235.58,0.0,-1326192.49,-0.0,-69977.54,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40636.81,-2802.24,1511.07,-1.3,0.14,0.0,1200.0,0.0,0.0,0.0,0.0,238860582.67,0.0,0
2022-03-17,book,BOOK,True,BOOK,BOOK,73877565.68,113570579.08,-10926537.7,50692266.3,35784.79,471.6618,1550823.84,2503.7478,-2032.0861,0.811618,-374,-770800.0,1206139.28,1977776.15,5909862.22,-6681499.09,-2.988135,-52317.65,0.0,-197742.83,0.0,2520.0,120,6543346.16,0.0,0.0,2520.0,0.0,0.0,-120291.92,-3494.47,-2680.92,-2.99,4.36,0.0,1200.0,2520.0,0.5,0.0,0.0,235869311.97,0.0,0
2022-03-17,trade,T01,True,,SUP_USEC_01,41176233.47,74516173.23,-7285994.3,40686314.41,36349.88,479.1099,1575313.41,2110.0903,-1630.9804,0.772943,-300,-1500000.0,1177344.36,630145.77,5909862.22,-5362663.62,-9.378564,17386.79,0.0,-197742.83,0.0,2520.0,120,6543346.16,0.0,0.0,2520.0,0.0,0.0,-160091.71,-710.93,-4128.4,-2.0,4.22,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-17,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,32701332.22,39054405.85,-3640543.4,10005951.89,-565.09,-7.4482,-24489.57,393.6575,-401.1057,1.01892,-74,729200.0,28794.92,1347630.38,0.0,-1318835.46,-0.0,-69704.45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39799.79,-2783.53,1447.48,-1.0,0.14,0.0,1200.0,0.0,0.0,0.0,0.0,235869311.97,0.0,0
2022-03-18,book,BOOK,True,BOOK,BOOK,90315773.07,114143281.89,-28375464.45,52278532.37,35469.3,466.0231,1575391.21,2497.8996,-2031.8765,0.813434,-374,-770800.0,1469993.53,2167657.56,6171094.37,-6868758.41,-2.846895,-50124.59,0.0,0.0,0.0,0.0,0,6728342.97,0.0,0.0,2520.0,0.0,0.0,-120899.74,-3177.62,-3136.62,-7.77,4.31,0.0,1200.0,2520.0,0.5,0.0,0.0,245199040.6,0.0,0
2022-03-18,trade,T01,True,,SUP_USEC_01,54155351.88,74761778.71,-21290772.54,41959476.06,36036.72,473.4783,1600593.5,2104.2906,-1630.8123,0.774994,-300,-1500000.0,1434918.68,776785.19,6171094.37,-5512960.88,-7.944403,21393.09,0.0,0.0,0.0,0.0,0,6728342.97,0.0,0.0,2520.0,0.0,0.0,-160158.82,-316.33,-4566.42,-5.83,4.17,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-18,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,36160421.19,39381503.18,-7084691.91,10319056.3,-567.42,-7.4552,-25202.29,393.609,-401.0642,1.018941,-74,729200.0,35074.85,1390872.37,0.0,-1355797.52,-0.0,-71517.68,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39259.08,-2861.29,1429.8,-1.94,0.14,0.0,1200.0,0.0,0.0,0.0,0.0,245199040.6,0.0,0
2022-03-21,book,BOOK,True,BOOK,BOOK,111557715.93,112788173.47,-53171684.09,54499856.92,34132.52,447.5399,1574445.22,2478.7874,-2031.2476,0.819452,-374,-770800.0,1446816.55,2423859.94,6168885.64,-7145929.03,-2.545067,-47461.66,0.0,0.0,0.0,0.0,0,6988848.03,0.0,0.0,2520.0,0.0,0.0,-121793.72,-3001.51,-3398.07,-14.57,4.13,0.0,1200.0,2520.0,0.5,0.0,0.0,258263940.87,0.0,0
2022-03-21,trade,T01,True,,SUP_USEC_01,70569910.88,73330973.97,-40902385.92,43742350.01,34797.91,456.2643,1605137.86,2086.5721,-1630.3078,0.781333,-300,-1500000.0,1408003.41,974540.7,6168885.64,-5735422.92,-6.330044,26778.59,0.0,0.0,0.0,0.0,0,6988848.03,0.0,0.0,2520.0,0.0,0.0,-159136.6,-27.72,-4704.49,-11.21,4.0,0.0,0.0,2520.0,1.0,0.0,0.0,0.0,0.0,0
2022-03-21,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,40987805.04,39457199.51,-12269298.16,10757506.91,-665.39,-8.7245,-30692.64,392.2153,-400.9398,1.022244,-74,729200.0,38813.13,1449319.24,0.0,-1410506.1,-0.0,-74240.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37342.88,-2973.79,1306.42,-3.36,0.13,0.0,1200.0,0.0,0.0,0.0,0.0,258263940.87,0.0,0
