date,scope,trade_id,in_window,buyer_id,supplier_id,mtm_inr,cum_pnl_inr,cash_balance_inr,mcx_im_inr,lme_delta_inr_per_usd_t,lme_delta_mt,lme_delta_usd,lme_delta_physical_mt,lme_delta_mcx_mt,hedge_ratio_lme_frac,mcx_lots_open,mcx_basis_delta_inr_per_inr_kg,fx_delta_usd,fx_delta_physical_usd,fx_delta_forwards_usd,fx_delta_mcx_usd,hedge_ratio_fx_frac,customs_fx_delta_usd,freight_delta_inr_per_usd_t_jea_nsa,freight_delta_inr_per_usd_t_usec_mun,freight_open_mt_jea_nsa,freight_open_mt_usec_mun,freight_open_boxes,grade_delta_inr_per_0p01_zorba,grade_delta_inr_per_0p01_taint_tabor,grade_delta_inr_per_0p01_tense,grade_exposure_mt_zorba,grade_exposure_mt_taint_tabor,grade_exposure_mt_tense,spread_delta_inr_per_usd_t,inr_rate_delta_inr_per_bp,usd_rate_delta_inr_per_bp,wc_rate_delta_inr_per_bp,lme_fx_cross_inr,phys_purchased_mt,phys_sold_mt,unsold_mt,purchase_priced_frac,sale_priced_frac,buyer_receivable_inr,buyer_presettlement_inr,supplier_exposure_inr,days_past_due
2022-05-11,trade,T04,True,,SUP_USEC_02,202158802.33,-15824118.32,-227711961.61,9978479.09,38886.88,503.5654,1378258.38,975.6744,-472.109,0.48388,-87,-435000.0,1338585.32,1112447.78,1518300.0,-1292162.46,-1.364828,-14748.78,0.0,0.0,0.0,0.0,0,0.0,2783004.84,0.0,0.0,1260.0,0.0,-75344.6,1174.35,-1749.25,-62.39,4.78,1260.0,0.0,1260.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-11,trade,T05,True,BUY_MUN_01,SUP_USEC_01,26020972.24,45997252.98,7952017.78,12042992.01,165.35,2.1412,5860.35,571.9279,-569.7868,0.996256,-105,1398600.0,2170474.92,1642096.39,2087884.95,-1559506.42,-1.271475,-111652.68,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,47351.87,5180.59,-2043.0,2.18,0.43,1050.0,2100.0,0.0,0.0,0.0,0.0,357689414.07,0.0,0
2022-05-11,trade,T06,True,,SUP_JEA_01,-6403860.85,-10856028.19,-24633280.92,20186348.51,3982.94,51.577,141166.3,1006.6482,-955.0712,0.948764,-176,-880000.0,-1019300.67,-77672.33,1672401.46,-2614029.81,,-2065.27,0.0,0.0,0.0,0.0,0,2871354.2,0.0,0.0,1300.0,0.0,0.0,-77736.49,20.53,-1143.21,-6.75,0.25,0.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-12,book,BOOK,True,BOOK,BOOK,983928074.44,153406242.44,-990086696.73,57988531.46,66361.37,856.2226,2301526.48,2066.1847,-1209.962,0.585602,-223,808600.0,4967548.49,1777802.46,6442123.98,-3252377.95,-3.623644,-242034.87,0.0,0.0,0.0,0.0,0,2830472.85,2743381.38,0.0,1300.0,1260.0,0.0,-103213.37,7402.69,-5184.98,-271.26,8.57,7230.0,7020.0,2560.0,0.730159,0.5,467095288.67,842251956.72,24539916.47,0
2022-05-12,trade,T01,True,"BUY_MUN_01,BUY_RJK_01",SUP_USEC_01,462371567.51,59795632.73,-427928372.72,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,86826.85,-173680.56,260507.41,0.0,1.499923,-113006.17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,-5.61,-117.24,0.0,2520.0,2520.0,0.0,1.0,1.0,0.0,490980000.0,0.0,0
2022-05-12,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,65680979.51,45683756.41,-71961779.51,16390520.59,23135.73,298.5071,802386.98,-488.2396,786.7466,1.611395,145,725000.0,2414440.2,-2122336.85,2422002.15,2114774.9,1.141196,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4208.06,1018.3,-169.95,-19.72,3.11,1200.0,1200.0,0.0,0.380952,1.0,225595288.67,0.0,24539916.47,0
2022-05-12,trade,T03,True,BUY_JNPT_01,SUP_JEA_01,241500000.0,29976324.51,-252511215.87,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.18,0.0,1200.0,1200.0,0.0,1.0,1.0,241500000.0,0.0,0.0,0
2022-05-12,trade,T04,True,,SUP_USEC_02,199221772.08,-17379372.55,-226126127.47,9834312.35,39035.83,503.657,1353829.95,975.7049,-472.048,0.483802,-87,-435000.0,1317497.18,2586362.12,0.0,-1268864.94,-0.0,-16011.77,0.0,0.0,0.0,0.0,0,0.0,2743381.38,0.0,0.0,1260.0,0.0,-75621.82,1185.02,-1724.72,-61.95,4.78,1260.0,0.0,1260.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-12,trade,T05,True,BUY_MUN_01,SUP_USEC_01,24890916.2,46609231.84,9865955.53,11868997.67,180.32,2.3265,6253.69,572.0396,-569.7131,0.995933,-105,1398600.0,2168462.76,1612391.2,2087460.28,-1531388.72,-1.294636,-109648.57,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,46222.89,5106.51,-2144.93,2.7,0.43,1050.0,2100.0,0.0,0.0,0.0,0.0,351271956.72,0.0,0
2022-05-12,trade,T06,True,,SUP_JEA_01,-9737160.86,-11279330.51,-21425156.69,19894700.85,4009.49,51.7321,139055.85,1006.6797,-954.9476,0.948611,-176,-880000.0,-1019678.51,-124933.45,1672154.14,-2566899.19,13.384358,-3368.36,0.0,0.0,0.0,0.0,0,2830472.85,0.0,0.0,1300.0,0.0,0.0,-78022.51,87.32,-1139.78,-5.87,0.25,0.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-13,book,BOOK,True,BOOK,BOOK,988305590.69,154455683.11,-993860067.41,58694232.94,69256.62,894.2142,2434945.35,2104.0197,-1209.8055,0.574997,-223,808600.0,4988260.57,1841594.37,6440966.53,-3294300.33,-3.497495,-241862.24,0.0,0.0,0.0,0.0,0,2856418.58,2768528.78,0.0,1300.0,1260.0,0.0,-104868.87,7460.94,-5233.89,-272.29,8.94,7230.0,7020.0,2560.0,0.738095,0.5,467095288.67,847580123.19,23274158.21,0
2022-05-13,trade,T01,True,"BUY_MUN_01,BUY_RJK_01",SUP_USEC_01,462366068.01,59677582.21,-427928372.72,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,86817.62,-173661.66,260479.28,0.0,1.499924,-113006.17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,-3.74,-117.24,0.0,2520.0,2520.0,0.0,1.0,1.0,0.0,490980000.0,0.0,0
2022-05-13,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,64382523.88,46361046.65,-70166573.99,16589987.87,26024.51,336.0182,914977.51,-450.6266,786.6448,1.745669,145,725000.0,2425584.72,-2137981.51,2421532.39,2142033.84,1.132626,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3793.58,967.79,-154.03,-19.22,3.48,1200.0,1200.0,0.0,0.428571,1.0,225595288.67,0.0,23274158.21,0
2022-05-13,trade,T03,True,BUY_JNPT_01,SUP_JEA_01,241500000.0,29909910.6,-252511215.87,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.18,0.0,1200.0,1200.0,0.0,1.0,1.0,241500000.0,0.0,0.0,0
2022-05-13,trade,T04,True,,SUP_USEC_02,201146249.49,-16711173.08,-227442611.52,9953992.72,39023.91,503.8614,1372014.6,975.8483,-471.9869,0.483668,-87,-435000.0,1327117.9,2612338.21,0.0,-1285220.31,-0.0,-15296.05,0.0,0.0,0.0,0.0,0,0.0,2768528.78,0.0,0.0,1260.0,0.0,-75579.16,1221.75,-1740.72,-62.31,4.78,1260.0,0.0,1260.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-13,trade,T05,True,BUY_MUN_01,SUP_USEC_01,26587981.27,46864473.56,8277095.47,12013439.49,180.54,2.3311,6347.58,571.9704,-569.6394,0.995924,-105,1398600.0,2174542.45,1638627.87,2087042.54,-1551127.96,-1.273653,-110930.09,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,44895.21,5097.52,-2154.43,2.27,0.43,1050.0,2100.0,0.0,0.0,0.0,0.0,356600123.19,0.0,0
2022-05-13,trade,T06,True,,SUP_JEA_01,-7677231.97,-11646156.82,-24088388.79,20136812.86,4027.66,52.0036,141605.67,1006.8276,-954.8241,0.948349,-176,-880000.0,-1025802.12,-97728.54,1671912.33,-2599985.91,,-2629.92,0.0,0.0,0.0,0.0,0,2856418.58,0.0,0.0,1300.0,0.0,0.0,-77978.5,170.18,-1180.98,-6.6,0.25,0.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-16,book,BOOK,True,BOOK,BOOK,1012421723.64,159541689.72,-1043098433.14,60406980.66,72103.52,926.8055,2586714.13,2136.1413,-1209.3358,0.566131,-223,808600.0,5041557.59,1978260.13,6438553.72,-3375256.27,-3.254655,-241222.9,0.0,0.0,0.0,0.0,0,2943887.15,2853306.01,0.0,1300.0,1260.0,0.0,-109955.95,7635.06,-5437.77,-285.78,9.26,7230.0,7020.0,2560.0,0.746032,0.5,636355288.67,691251924.08,21070485.1,0
2022-05-16,trade,T01,True,"BUY_MUN_01,BUY_RJK_01",SUP_USEC_01,473194905.37,59368114.21,-468008713.11,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,86791.33,-173608.67,260400.0,0.0,1.499925,-113006.17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.85,1.88,-128.22,0.0,2520.0,2520.0,0.0,1.0,1.0,169260000.0,321720000.0,0.0,0
2022-05-16,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,62111093.42,48875351.67,-65809584.17,17074097.85,29053.76,373.4518,1042303.95,-412.8876,786.3394,1.904488,145,725000.0,2448560.24,-2166704.48,2420591.36,2194673.36,1.117177,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2666.24,819.41,-120.99,-18.03,3.84,1200.0,1200.0,0.0,0.47619,1.0,225595288.67,0.0,21070485.1,0
2022-05-16,trade,T03,True,BUY_JNPT_01,SUP_JEA_01,241500000.0,29710668.88,-252511215.87,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.18,0.0,1200.0,1200.0,0.0,1.0,1.0,241500000.0,0.0,0.0,0
2022-05-16,trade,T04,True,,SUP_USEC_02,206951756.03,-13989787.99,-230637737.39,10244458.71,39002.74,501.3341,1399223.54,973.1378,-471.8037,0.484827,-87,-435000.0,1356798.05,2673602.06,0.0,-1316804.02,-0.0,-13612.84,0.0,0.0,0.0,0.0,0,0.0,2853306.01,0.0,0.0,1260.0,0.0,-75708.08,1339.32,-1789.46,-63.19,4.76,1260.0,0.0,1260.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-16,trade,T05,True,BUY_MUN_01,SUP_USEC_01,30712031.34,47489430.6,4420909.08,12364001.89,189.98,2.4419,6815.38,571.8601,-569.4182,0.99573,-105,1398600.0,2175512.78,1678540.12,2086218.88,-1589246.23,-1.242877,-113710.61,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,41197.4,5048.93,-2227.77,1.21,0.43,1050.0,2100.0,0.0,0.0,0.0,0.0,369531924.08,0.0,0
2022-05-16,trade,T06,True,,SUP_JEA_01,-2048062.52,-11912087.65,-30552091.69,20724422.21,3857.04,49.5777,138371.27,1004.031,-954.4534,0.950621,-176,-880000.0,-1026104.8,-33568.9,1671343.48,-2663879.39,,-893.27,0.0,0.0,0.0,0.0,0,2943887.15,0.0,0.0,1300.0,0.0,0.0,-78111.51,429.26,-1301.43,-8.37,0.23,0.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-17,book,BOOK,True,BOOK,BOOK,1021736072.25,158105147.68,-1037000277.52,43835141.38,74231.48,958.309,2717764.42,2167.7242,-1209.4151,0.557919,-368,808382.5,4875823.65,2128107.38,6177617.58,-3429901.32,-2.902869,-184957.94,0.0,0.0,0.0,0.0,0,2968893.24,2877542.68,0.0,1300.0,1260.0,0.0,-110676.44,7681.18,-5471.46,-284.11,9.56,7230.0,7020.0,2560.0,0.753968,0.5,636355288.67,696538283.87,19606865.73,0
2022-05-17,trade,T01,True,"BUY_MUN_01,BUY_RJK_01",SUP_USEC_01,479948437.29,59273665.09,-474732319.23,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,-86800.0,-86800.0,0.0,0.0,,-56503.09,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.06,0.0,2520.0,2520.0,0.0,1.0,1.0,169260000.0,321720000.0,0.0,0
2022-05-17,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,60615977.7,49217460.52,-46880772.64,0.0,31808.57,410.6403,1164575.88,-375.3615,786.0018,2.093986,0,724782.5,2465272.68,-2184214.51,2420386.18,2229101.01,1.108127,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2307.1,765.7,-106.25,-12.84,4.21,1200.0,1200.0,0.0,0.52381,1.0,225595288.67,0.0,19606865.73,0
2022-05-17,trade,T03,True,BUY_JNPT_01,SUP_JEA_01,241500000.0,29643563.16,-252511215.87,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.18,0.0,1200.0,1200.0,0.0,1.0,1.0,241500000.0,0.0,0.0,0
2022-05-17,trade,T04,True,,SUP_USEC_02,208126049.95,-14064191.6,-231943882.62,10363199.18,38623.71,498.6221,1414092.21,970.3647,-471.7426,0.48615,-87,-435000.0,1361821.05,2699683.02,0.0,-1337861.96,-0.0,-12898.46,0.0,0.0,0.0,0.0,0,0.0,2877542.68,0.0,0.0,1260.0,0.0,-75165.32,1372.2,-1799.1,-63.55,4.73,1260.0,0.0,1260.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-17,trade,T05,True,BUY_MUN_01,SUP_USEC_01,31996280.56,47138493.29,2641240.21,12507309.36,170.92,2.2066,6257.9,571.5511,-569.3445,0.996139,-105,1398600.0,2182112.46,1710729.12,2086044.33,-1614660.99,-1.219389,-115400.19,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39733.3,5030.83,-2228.2,0.72,0.43,1050.0,2100.0,0.0,0.0,0.0,0.0,374818283.87,0.0,0
2022-05-17,trade,T06,True,,SUP_JEA_01,-450673.26,-13103842.78,-33573327.38,20964632.83,3628.27,46.8401,132838.43,1001.1699,-954.3298,0.953215,-176,-880000.0,-1046582.54,-11290.24,1671187.08,-2706479.38,,-156.21,0.0,0.0,0.0,0.0,0,2968893.24,0.0,0.0,1300.0,0.0,0.0,-77551.52,512.45,-1337.91,-9.2,0.2,0.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-18,book,BOOK,True,BOOK,BOOK,1030474301.35,157755339.59,-1075297807.67,44040532.61,16334.02,210.5234,598938.96,2205.6819,-1995.1586,0.904554,-368,83600.0,4742758.94,2237206.48,8181778.54,-5676226.08,-3.657141,-184975.92,0.0,0.0,0.0,0.0,0,2991410.64,2899367.24,0.0,1300.0,1260.0,0.0,-112009.16,9679.77,-5736.92,-294.6,2.08,8280.0,7020.0,2560.0,0.761905,0.5,636355288.67,698700301.52,19373580.61,0
2022-05-18,trade,T01,True,"BUY_MUN_01,BUY_RJK_01",SUP_USEC_01,486528000.0,59147503.35,-510591570.03,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,-56503.09,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139.89,0.0,2520.0,2520.0,0.0,1.0,1.0,169260000.0,321720000.0,0.0,0
2022-05-18,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,60373425.54,48962449.63,-46880772.64,0.0,-26208.02,-337.7858,-961000.58,-337.7858,0.0,0.0,0,0.0,232752.01,-2187528.38,2420280.39,0.0,1.1064,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1994.09,98.19,-99.72,-12.84,-3.29,1200.0,1200.0,0.0,0.571429,1.0,225595288.67,0.0,19373580.61,0
2022-05-18,trade,T03,True,BUY_JNPT_01,SUP_JEA_01,241500000.0,29576457.44,-252511215.87,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.18,0.0,1200.0,1200.0,0.0,1.0,1.0,241500000.0,0.0,0.0,0
2022-05-18,trade,T04,True,,SUP_USEC_02,209110015.91,-13627437.19,-232478011.45,10411756.35,38466.43,495.78,1410494.11,967.4615,-471.6815,0.487546,-87,-435000.0,1365802.33,2707736.22,0.0,-1341933.88,-0.0,-12680.2,0.0,0.0,0.0,0.0,0,0.0,2899367.24,0.0,0.0,1260.0,0.0,-75063.11,1406.95,-1807.49,-63.69,4.7,1260.0,0.0,1260.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-18,trade,T05,True,BUY_MUN_01,SUP_USEC_01,32533681.44,46911585.55,1817626.19,12565912.84,664.22,8.5608,24355.6,577.8316,-569.2708,0.985185,-105,1398600.0,4185737.11,1714872.14,4090440.35,-1619575.38,-2.385274,-115861.62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38505.94,7577.05,-2459.81,0.5,0.49,2100.0,2100.0,0.0,0.0,0.0,0.0,376980301.52,0.0,0
2022-05-18,trade,T06,True,,SUP_JEA_01,429178.46,-13215219.19,-34653863.87,21062863.42,3411.4,43.9683,125089.83,998.1746,-954.2063,0.955951,-176,-880000.0,-1041532.51,2126.51,1671057.8,-2714716.82,,68.98,0.0,0.0,0.0,0.0,0,2991410.64,0.0,0.0,1300.0,0.0,0.0,-77446.07,597.57,-1369.9,-9.49,0.18,0.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-19,book,BOOK,True,BOOK,BOOK,1024590044.97,154313120.75,-1072297225.9,43767752.45,18815.15,242.3521,684886.94,2237.2523,-1994.9002,0.891674,-368,83600.0,4702581.48,2159423.4,8180746.04,-5637587.97,-3.788394,-129765.33,0.0,0.0,0.0,0.0,0,2956720.65,2865744.63,0.0,1300.0,1260.0,0.0,-113191.77,9644.24,-5748.25,-293.78,2.39,8280.0,7020.0,2560.0,0.769841,0.5,636355288.67,695829850.33,19903340.56,0
2022-05-19,trade,T01,True,"BUY_MUN_01,BUY_RJK_01",SUP_USEC_01,486528000.0,59011811.89,-510591570.03,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139.89,0.0,2520.0,2520.0,0.0,1.0,1.0,169260000.0,321720000.0,0.0,0
2022-05-19,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,60916672.95,49493238.31,-46880772.64,0.0,-23307.47,-300.2163,-848411.25,-300.2163,0.0,0.0,0,0.0,239423.78,-2180547.64,2419971.43,0.0,1.1098,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1710.06,96.3,-97.79,-12.84,-2.92,1200.0,1200.0,0.0,0.619048,1.0,225595288.67,0.0,19903340.56,0
2022-05-19,trade,T03,True,BUY_JNPT_01,SUP_JEA_01,241500000.0,29509351.72,-252511215.87,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.18,0.0,1200.0,1200.0,0.0,1.0,1.0,241500000.0,0.0,0.0,0
2022-05-19,trade,T04,True,,SUP_USEC_02,205969549.75,-16184797.29,-231768634.78,10347267.56,38267.85,492.9163,1392981.51,964.5367,-471.6204,0.488961,-87,-435000.0,1333929.36,2666728.69,0.0,-1332799.33,-0.0,-13803.14,0.0,0.0,0.0,0.0,0,0.0,2865744.63,0.0,0.0,1260.0,0.0,-74882.39,1411.67,-1781.18,-63.5,4.67,1260.0,0.0,1260.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-19,trade,T05,True,BUY_MUN_01,SUP_USEC_01,32530759.77,47687459.87,2673770.44,12488081.54,665.94,8.5778,24240.84,577.7749,-569.1971,0.985154,-105,1398600.0,4194465.9,1713113.59,4089903.23,-1608550.91,-2.387409,-114872.58,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37240.17,7480.05,-2502.59,0.73,0.49,2100.0,2100.0,0.0,0.0,0.0,0.0,374109850.33,0.0,0
2022-05-19,trade,T06,True,,SUP_JEA_01,-2854937.49,-15203943.75,-33218803.02,20932403.35,3188.82,41.0743,116075.84,995.157,-954.0827,0.958726,-176,-880000.0,-1065237.56,-39871.23,1670871.39,-2696237.72,,-1089.61,0.0,0.0,0.0,0.0,0,2956720.65,0.0,0.0,1300.0,0.0,0.0,-77259.61,656.23,-1366.69,-9.1,0.15,0.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-20,book,BOOK,True,BOOK,BOOK,871330550.47,152927294.25,-921961089.16,45590250.38,-134324.68,-1729.2143,-5068327.17,2269.019,-3998.2333,1.762098,-368,-1757504.0,-1175492.82,2363090.65,8180238.38,-11718821.85,-3.461669,-129388.88,0.0,0.0,0.0,0.0,0,3059014.88,2964891.35,0.0,1300.0,1260.0,0.0,-114403.66,4755.06,-5714.33,-252.59,-17.34,8280.0,7020.0,2560.0,0.777778,0.5,636355288.67,543893816.01,17546907.34,0
2022-05-20,trade,T01,True,"BUY_MUN_01,BUY_RJK_01",SUP_USEC_01,317268000.0,58876120.44,-341331570.03,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.52,0.0,2520.0,2520.0,0.0,1.0,1.0,169260000.0,152460000.0,0.0,0
2022-05-20,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,58495302.88,47059409.52,-46880772.64,0.0,-20403.62,-262.6639,-769867.79,-262.6639,0.0,0.0,0,0.0,208944.29,-2210882.54,2419826.83,0.0,1.094507,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1457.4,78.34,-79.54,-12.84,-2.56,1200.0,1200.0,0.0,0.666667,1.0,225595288.67,0.0,17546907.34,0
2022-05-20,trade,T03,True,BUY_JNPT_01,SUP_JEA_01,241500000.0,29442246.0,-252511215.87,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.18,0.0,1200.0,1200.0,0.0,1.0,1.0,241500000.0,0.0,0.0,0
2022-05-20,trade,T04,True,,SUP_USEC_02,212532557.81,-13726368.37,-236242482.89,10778129.85,1315.18,16.9308,49624.11,962.1653,-945.2345,0.982403,-87,-870261.0,-22745.72,2747736.61,0.0,-2770482.34,-0.0,-11584.27,0.0,0.0,0.0,0.0,0,0.0,2964891.35,0.0,0.0,1260.0,0.0,-74740.61,277.69,-1836.38,-64.72,-0.09,1260.0,0.0,1260.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-20,trade,T05,True,BUY_MUN_01,SUP_USEC_01,37639755.07,47917700.09,-2725701.41,13008087.74,-43810.74,-563.9929,-1653063.2,576.8074,-1140.8003,1.977784,-105,873285.0,2528287.17,1782290.32,4089682.43,-3343685.58,-2.294622,-119004.32,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35992.89,6067.02,-2350.82,-0.75,-5.23,2100.0,2100.0,0.0,0.0,0.0,0.0,391433816.01,0.0,0
2022-05-20,trade,T06,True,,SUP_JEA_01,3894934.71,-16641813.41,-42269346.32,21804032.79,-71425.49,-919.4883,-2695020.29,992.7102,-1912.1985,1.92624,-176,-1760528.0,-3889978.56,43946.26,1670729.11,-5604653.93,,1199.7,0.0,0.0,0.0,0.0,0,3059014.88,0.0,0.0,1300.0,0.0,0.0,-77113.33,-1667.99,-1447.59,-11.58,-9.46,0.0,0.0,1300.0,1.0,0.0,0.0,0.0,0.0,0
2022-05-23,book,BOOK,True,BOOK,BOOK,872489749.19,149215460.57,-926510677.55,46003849.32,22262.98,287.0132,850420.13,2288.6305,-2001.6173,0.874592,-368,83600.0,4643606.65,2397212.17,8177186.55,-5930792.07,-3.411123,-130084.83,0.0,0.0,0.0,0.0,0,3096209.37,3000941.39,0.0,1300.0,1260.0,0.0,-117394.8,6172.08,-5746.64,-253.84,2.82,8280.0,7020.0,2560.0,0.785714,0.5,636355288.67,548230379.58,16877749.31,0
2022-05-23,trade,T01,True,"BUY_MUN_01,BUY_RJK_01",SUP_USEC_01,317268000.0,58603990.34,-341331570.03,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.52,0.0,2520.0,2520.0,0.0,1.0,1.0,169260000.0,152460000.0,0.0,0
2022-05-23,trade,T02,True,BUY_JNPT_01,SUP_JEA_01,57811171.93,46337902.39,-46880772.64,0.0,-17458.68,-225.0764,-666901.33,-225.0764,0.0,0.0,0,0.0,200649.52,-2218263.91,2418913.43,0.0,1.090453,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,790.7,61.98,-62.9,-12.84,-2.19,1200.0,1200.0,0.0,0.714286,1.0,225595288.67,0.0,16877749.31,0
2022-05-23,trade,T03,True,BUY_JNPT_01,SUP_JEA_01,241500000.0,29240928.84,-252511215.87,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.18,0.0,1200.0,1200.0,0.0,1.0,1.0,241500000.0,0.0,0.0,0
